invoice_id,customer_id,arm,stratum,decline_code,outcome,invoice_amount_minor,recovered_amount_minor,currency,processor_txn_id,settled_at,reversal_type,reversal_amount_minor,reversal_at
cus_11142_inv_1,cus_11142,control,small|soft|latam,insufficient_funds,recovered,2915,2915,USD,txn_c_1452,2026-08-20T00:00:00.000Z,none,0,
cus_11156_inv_0,cus_11156,control,small|soft|na,try_again_later,recovered,8229,8229,USD,txn_c_1454,2026-08-20T00:00:00.000Z,none,0,
cus_11176_inv_0,cus_11176,control,mid|soft|emea,insufficient_funds,recovered,14563,14563,USD,txn_c_1455,2026-08-20T00:00:00.000Z,none,0,
cus_11186_inv_0,cus_11186,control,small|soft|na,insufficient_funds,recovered,6735,6735,USD,txn_c_1456,2026-08-20T00:00:00.000Z,none,0,
cus_11188_inv_1,cus_11188,control,small|gray|na,do_not_honor,recovered,3579,3579,USD,txn_c_1458,2026-08-20T00:00:00.000Z,none,0,
cus_11207_inv_1,cus_11207,control,small|soft|na,issuer_unavailable,recovered,3479,3479,USD,txn_c_1460,2026-08-20T00:00:00.000Z,none,0,
cus_11224_inv_2,cus_11224,control,mid|soft|na,insufficient_funds,recovered,10264,10264,USD,txn_c_1466,2026-08-20T00:00:00.000Z,none,0,
cus_11230_inv_0,cus_11230,control,small|soft|na,insufficient_funds,recovered,3381,3381,USD,txn_c_1467,2026-08-20T00:00:00.000Z,none,0,
cus_11258_inv_1,cus_11258,control,small|soft|na,try_again_later,recovered,7486,7486,USD,txn_c_1472,2026-08-20T00:00:00.000Z,none,0,
cus_11288_inv_0,cus_11288,control,small|soft|na,insufficient_funds,recovered,4804,4804,USD,txn_c_1475,2026-08-20T00:00:00.000Z,none,0,
cus_11289_inv_0,cus_11289,control,small|gray|emea,do_not_honor,recovered,3568,3568,USD,txn_c_1477,2026-08-20T00:00:00.000Z,none,0,
cus_11356_inv_0,cus_11356,control,small|soft|na,processing_error,recovered,4170,4170,USD,txn_c_1485,2026-08-20T00:00:00.000Z,none,0,
cus_11362_inv_0,cus_11362,control,mid|soft|na,insufficient_funds,recovered,11125,11125,USD,txn_c_1486,2026-08-20T00:00:00.000Z,none,0,
cus_11422_inv_0,cus_11422,control,small|gray|emea,do_not_honor,recovered,6920,6920,USD,txn_c_1489,2026-08-20T00:00:00.000Z,none,0,
cus_11427_inv_1,cus_11427,control,small|gray|latam,do_not_honor,recovered,4773,4773,USD,txn_c_1491,2026-08-20T00:00:00.000Z,none,0,
cus_11427_inv_2,cus_11427,control,small|soft|emea,processing_error,recovered,3397,3397,USD,txn_c_1492,2026-08-20T00:00:00.000Z,none,0,
cus_11432_inv_0,cus_11432,control,small|gray|na,do_not_honor,recovered,2011,2011,USD,txn_c_1494,2026-08-20T00:00:00.000Z,none,0,
cus_11432_inv_1,cus_11432,control,small|soft|apac,processing_error,recovered,6157,6157,USD,txn_c_1495,2026-08-20T00:00:00.000Z,none,0,
cus_11460_inv_1,cus_11460,control,small|gray|emea,do_not_honor,recovered,5868,5868,USD,txn_c_1498,2026-08-20T00:00:00.000Z,none,0,
cus_11467_inv_0,cus_11467,control,micro|soft|na,insufficient_funds,recovered,1899,1899,USD,txn_c_1499,2026-08-20T00:00:00.000Z,none,0,
cus_11470_inv_3,cus_11470,control,small|soft|na,insufficient_funds,recovered,4804,4804,USD,txn_c_1503,2026-08-20T00:00:00.000Z,none,0,
cus_11479_inv_0,cus_11479,control,small|soft|apac,processing_error,recovered,2267,2267,USD,txn_c_1504,2026-08-20T00:00:00.000Z,none,0,
cus_11549_inv_0,cus_11549,control,small|gray|na,do_not_honor,recovered,8884,8884,USD,txn_c_1507,2026-08-20T00:00:00.000Z,none,0,
cus_11553_inv_1,cus_11553,control,small|soft|na,insufficient_funds,recovered,8449,8449,USD,txn_c_1509,2026-08-20T00:00:00.000Z,none,0,
cus_11621_inv_0,cus_11621,control,small|soft|latam,insufficient_funds,recovered,8306,8306,USD,txn_c_1515,2026-08-20T00:00:00.000Z,none,0,
cus_11625_inv_0,cus_11625,control,small|soft|apac,insufficient_funds,recovered,2007,2007,USD,txn_c_1516,2026-08-20T00:00:00.000Z,none,0,
cus_11659_inv_0,cus_11659,control,mid|soft|apac,processing_error,recovered,16837,16837,USD,txn_c_1519,2026-08-20T00:00:00.000Z,none,0,
cus_11678_inv_1,cus_11678,control,small|gray|emea,do_not_honor,recovered,6431,6431,USD,txn_c_1524,2026-08-20T00:00:00.000Z,none,0,
cus_11706_inv_0,cus_11706,control,mid|soft|na,insufficient_funds,recovered,12533,12533,USD,txn_c_1526,2026-08-20T00:00:00.000Z,none,0,
cus_11775_inv_0,cus_11775,control,small|soft|na,velocity_limit_exceeded,recovered,5319,5319,USD,txn_c_1531,2026-08-20T00:00:00.000Z,none,0,
cus_11775_inv_1,cus_11775,control,small|soft|na,insufficient_funds,recovered,7948,7948,USD,txn_c_1532,2026-08-20T00:00:00.000Z,none,0,
cus_11781_inv_0,cus_11781,control,micro|soft|apac,insufficient_funds,recovered,751,751,USD,txn_c_1533,2026-08-20T00:00:00.000Z,none,0,
cus_11848_inv_1,cus_11848,control,small|soft|emea,insufficient_funds,recovered,2731,2731,USD,txn_c_1540,2026-08-20T00:00:00.000Z,none,0,
cus_11857_inv_2,cus_11857,control,small|soft|emea,insufficient_funds,recovered,8202,8202,USD,txn_c_1546,2026-08-20T00:00:00.000Z,none,0,
cus_11884_inv_0,cus_11884,control,mid|soft|na,processing_error,recovered,10994,10994,USD,txn_c_1547,2026-08-20T00:00:00.000Z,none,0,
cus_11889_inv_0,cus_11889,control,small|soft|na,issuer_unavailable,recovered,5141,5141,USD,txn_c_1549,2026-08-20T00:00:00.000Z,none,0,
cus_11903_inv_0,cus_11903,control,small|soft|emea,insufficient_funds,recovered,5901,5901,USD,txn_c_1551,2026-08-20T00:00:00.000Z,none,0,
cus_11913_inv_0,cus_11913,control,mid|soft|na,processing_error,recovered,13743,13743,USD,txn_c_1552,2026-08-20T00:00:00.000Z,none,0,
cus_11929_inv_1,cus_11929,control,micro|soft|apac,insufficient_funds,recovered,857,857,USD,txn_c_1555,2026-08-20T00:00:00.000Z,none,0,
cus_11942_inv_0,cus_11942,control,small|soft|na,processing_error,recovered,4680,4680,USD,txn_c_1558,2026-08-20T00:00:00.000Z,none,0,
cus_11970_inv_0,cus_11970,control,micro|soft|emea,insufficient_funds,recovered,693,693,USD,txn_c_1559,2026-08-20T00:00:00.000Z,none,0,
cus_12035_inv_0,cus_12035,control,small|soft|apac,issuer_unavailable,recovered,7460,7460,USD,txn_c_1563,2026-08-20T00:00:00.000Z,none,0,
cus_12037_inv_0,cus_12037,control,mid|soft|na,processing_error,recovered,19522,19522,USD,txn_c_1565,2026-08-20T00:00:00.000Z,none,0,
cus_12132_inv_0,cus_12132,control,small|soft|na,issuer_unavailable,recovered,5680,5680,USD,txn_c_1574,2026-08-20T00:00:00.000Z,none,0,
cus_12202_inv_0,cus_12202,control,small|soft|latam,insufficient_funds,recovered,9768,9768,USD,txn_c_1575,2026-08-20T00:00:00.000Z,none,0,
cus_12202_inv_1,cus_12202,control,small|soft|na,insufficient_funds,recovered,3170,3170,USD,txn_c_1576,2026-08-20T00:00:00.000Z,none,0,
cus_12209_inv_0,cus_12209,control,small|gray|na,do_not_honor,recovered,4776,4776,USD,txn_c_1577,2026-08-20T00:00:00.000Z,none,0,
cus_12227_inv_0,cus_12227,control,small|gray|emea,do_not_honor,recovered,3149,3149,USD,txn_c_1578,2026-08-20T00:00:00.000Z,none,0,
cus_12257_inv_0,cus_12257,control,small|soft|latam,processing_error,recovered,2136,2136,USD,txn_c_1583,2026-08-20T00:00:00.000Z,none,0,
cus_12299_inv_0,cus_12299,control,small|soft|na,insufficient_funds,recovered,9978,9978,USD,txn_c_1585,2026-08-20T00:00:00.000Z,none,0,
cus_12334_inv_0,cus_12334,control,small|soft|apac,processing_error,recovered,9500,9500,USD,txn_c_1588,2026-08-20T00:00:00.000Z,none,0,
cus_12353_inv_1,cus_12353,control,small|soft|na,insufficient_funds,recovered,8644,8644,USD,txn_c_1592,2026-08-20T00:00:00.000Z,none,0,
cus_12360_inv_0,cus_12360,control,mid|gray|na,expired_card,recovered,15590,15590,USD,txn_c_1594,2026-08-20T00:00:00.000Z,none,0,
cus_12368_inv_0,cus_12368,control,small|gray|emea,do_not_honor,recovered,4579,4579,USD,txn_c_1595,2026-08-20T00:00:00.000Z,none,0,
cus_12396_inv_0,cus_12396,control,small|soft|latam,insufficient_funds,recovered,3918,3918,USD,txn_c_1599,2026-08-20T00:00:00.000Z,none,0,
cus_12404_inv_0,cus_12404,control,small|soft|na,authentication_required,recovered,3820,3820,USD,txn_c_1602,2026-08-20T00:00:00.000Z,none,0,
cus_12404_inv_1,cus_12404,control,small|soft|na,insufficient_funds,recovered,3251,3251,USD,txn_c_1603,2026-08-20T00:00:00.000Z,none,0,
cus_12411_inv_2,cus_12411,control,mid|soft|na,processing_error,recovered,11525,11525,USD,txn_c_1608,2026-08-20T00:00:00.000Z,none,0,
cus_12415_inv_1,cus_12415,control,small|soft|emea,insufficient_funds,recovered,4444,4444,USD,txn_c_1610,2026-08-20T00:00:00.000Z,none,0,
cus_12417_inv_0,cus_12417,control,small|soft|na,try_again_later,recovered,3723,3723,USD,txn_c_1612,2026-08-20T00:00:00.000Z,none,0,
cus_12460_inv_0,cus_12460,control,small|soft|latam,issuer_unavailable,recovered,4485,4485,USD,txn_c_1615,2026-08-20T00:00:00.000Z,none,0,
cus_12551_inv_0,cus_12551,control,small|soft|apac,issuer_unavailable,recovered,3411,3411,USD,txn_c_1622,2026-08-20T00:00:00.000Z,none,0,
cus_12574_inv_0,cus_12574,control,small|soft|apac,issuer_unavailable,recovered,5430,5430,USD,txn_c_1627,2026-08-20T00:00:00.000Z,none,0,
cus_12583_inv_0,cus_12583,control,small|gray|apac,expired_card,recovered,5605,5605,USD,txn_c_1629,2026-08-20T00:00:00.000Z,none,0,
cus_12591_inv_0,cus_12591,control,small|soft|na,authentication_required,recovered,5336,5336,USD,txn_c_1630,2026-08-20T00:00:00.000Z,none,0,
cus_12597_inv_0,cus_12597,control,small|soft|na,velocity_limit_exceeded,recovered,2291,2291,USD,txn_c_1632,2026-08-20T00:00:00.000Z,none,0,
cus_12607_inv_0,cus_12607,control,small|soft|na,issuer_unavailable,recovered,3463,3463,USD,txn_c_1633,2026-08-20T00:00:00.000Z,none,0,
cus_12626_inv_0,cus_12626,control,small|soft|na,insufficient_funds,recovered,7084,7084,USD,txn_c_1637,2026-08-20T00:00:00.000Z,none,0,
cus_12632_inv_0,cus_12632,control,small|soft|emea,insufficient_funds,recovered,4966,4966,USD,txn_c_1638,2026-08-20T00:00:00.000Z,none,0,
cus_12662_inv_0,cus_12662,control,small|soft|na,insufficient_funds,recovered,9201,9201,USD,txn_c_1640,2026-08-20T00:00:00.000Z,none,0,
cus_12662_inv_1,cus_12662,control,small|soft|na,processing_error,recovered,2662,2662,USD,txn_c_1641,2026-08-20T00:00:00.000Z,none,0,
cus_12675_inv_2,cus_12675,control,mid|soft|emea,insufficient_funds,recovered,15689,15689,USD,txn_c_1644,2026-08-20T00:00:00.000Z,none,0,
cus_12675_inv_3,cus_12675,control,small|soft|apac,authentication_required,recovered,6581,6581,USD,txn_c_1645,2026-08-20T00:00:00.000Z,none,0,
cus_12681_inv_0,cus_12681,control,mid|soft|na,insufficient_funds,recovered,15675,15675,USD,txn_c_1646,2026-08-20T00:00:00.000Z,none,0,
cus_12705_inv_0,cus_12705,control,small|soft|apac,try_again_later,recovered,5212,5212,USD,txn_c_1648,2026-08-20T00:00:00.000Z,none,0,
cus_12711_inv_0,cus_12711,control,small|soft|na,issuer_unavailable,recovered,7092,7092,USD,txn_c_1650,2026-08-20T00:00:00.000Z,none,0,
cus_12732_inv_1,cus_12732,control,micro|soft|na,insufficient_funds,recovered,1827,1827,USD,txn_c_1654,2026-08-20T00:00:00.000Z,none,0,
cus_12732_inv_3,cus_12732,control,small|soft|na,issuer_unavailable,recovered,7099,7099,USD,txn_c_1656,2026-08-20T00:00:00.000Z,none,0,
cus_12734_inv_0,cus_12734,control,mid|soft|emea,insufficient_funds,recovered,11541,11541,USD,txn_c_1657,2026-08-20T00:00:00.000Z,none,0,
cus_12749_inv_0,cus_12749,control,small|soft|na,issuer_unavailable,recovered,5652,5652,USD,txn_c_1660,2026-08-20T00:00:00.000Z,none,0,
cus_12773_inv_0,cus_12773,control,small|soft|emea,insufficient_funds,recovered,4146,4146,USD,txn_c_1661,2026-08-20T00:00:00.000Z,none,0,
cus_12804_inv_0,cus_12804,control,small|soft|na,insufficient_funds,recovered,2225,2225,USD,txn_c_1664,2026-08-20T00:00:00.000Z,none,0,
cus_12832_inv_1,cus_12832,control,mid|soft|na,issuer_unavailable,recovered,13751,13751,USD,txn_c_1666,2026-08-20T00:00:00.000Z,none,0,
cus_12832_inv_2,cus_12832,control,small|soft|na,velocity_limit_exceeded,recovered,4836,4836,USD,txn_c_1667,2026-08-20T00:00:00.000Z,none,0,
cus_12840_inv_0,cus_12840,control,small|gray|na,do_not_honor,recovered,8455,8455,USD,txn_c_1671,2026-08-20T00:00:00.000Z,none,0,
cus_12840_inv_1,cus_12840,control,small|soft|na,issuer_unavailable,recovered,3333,3333,USD,txn_c_1672,2026-08-20T00:00:00.000Z,none,0,
cus_12849_inv_0,cus_12849,control,small|gray|latam,do_not_honor,recovered,3776,3776,USD,txn_c_1673,2026-08-20T00:00:00.000Z,none,0,
cus_12854_inv_1,cus_12854,control,small|gray|na,expired_card,recovered,8740,8740,USD,txn_c_1678,2026-08-20T00:00:00.000Z,none,0,
cus_12881_inv_0,cus_12881,control,mid|soft|emea,issuer_unavailable,recovered,17903,17903,USD,txn_c_1680,2026-08-20T00:00:00.000Z,none,0,
cus_12881_inv_1,cus_12881,control,mid|soft|na,insufficient_funds,recovered,20592,20592,USD,txn_c_1681,2026-08-20T00:00:00.000Z,none,0,
cus_12884_inv_1,cus_12884,control,small|gray|na,expired_card,recovered,7929,7929,USD,txn_c_1683,2026-08-20T00:00:00.000Z,none,0,
cus_12885_inv_0,cus_12885,control,mid|soft|na,insufficient_funds,recovered,18146,18146,USD,txn_c_1685,2026-08-20T00:00:00.000Z,none,0,
cus_12897_inv_0,cus_12897,control,small|soft|emea,processing_error,recovered,3568,3568,USD,txn_c_1687,2026-08-20T00:00:00.000Z,none,0,
cus_12908_inv_0,cus_12908,control,mid|soft|latam,issuer_unavailable,recovered,10083,10083,USD,txn_c_1689,2026-08-20T00:00:00.000Z,none,0,
cus_12911_inv_0,cus_12911,control,mid|soft|emea,processing_error,recovered,10625,10625,USD,txn_c_1690,2026-08-20T00:00:00.000Z,none,0,
cus_12919_inv_0,cus_12919,control,small|soft|emea,processing_error,recovered,7750,7750,USD,txn_c_1691,2026-08-20T00:00:00.000Z,none,0,
cus_12919_inv_2,cus_12919,control,small|soft|na,insufficient_funds,recovered,3129,3129,USD,txn_c_1693,2026-08-20T00:00:00.000Z,none,0,
cus_12926_inv_0,cus_12926,control,mid|soft|emea,insufficient_funds,recovered,14429,14429,USD,txn_c_1694,2026-08-20T00:00:00.000Z,none,0,
cus_12957_inv_0,cus_12957,control,mid|gray|na,do_not_honor,recovered,13430,13430,USD,txn_c_1697,2026-08-20T00:00:00.000Z,none,0,
cus_12978_inv_0,cus_12978,control,micro|soft|emea,insufficient_funds,recovered,1037,1037,USD,txn_c_1699,2026-08-20T00:00:00.000Z,none,0,
cus_13023_inv_0,cus_13023,control,small|soft|na,processing_error,recovered,4880,4880,USD,txn_c_1705,2026-08-20T00:00:00.000Z,none,0,
cus_13090_inv_0,cus_13090,control,small|soft|na,authentication_required,recovered,6386,6386,USD,txn_c_1708,2026-08-20T00:00:00.000Z,none,0,
cus_13090_inv_1,cus_13090,control,small|soft|na,try_again_later,recovered,8323,8323,USD,txn_c_1709,2026-08-20T00:00:00.000Z,none,0,
cus_13153_inv_0,cus_13153,control,small|soft|na,insufficient_funds,recovered,3965,3965,USD,txn_c_1712,2026-08-20T00:00:00.000Z,none,0,
cus_13154_inv_0,cus_13154,control,small|soft|na,try_again_later,recovered,8931,8931,USD,txn_c_1713,2026-08-20T00:00:00.000Z,none,0,
cus_13171_inv_0,cus_13171,control,micro|soft|na,insufficient_funds,recovered,1822,1822,USD,txn_c_1714,2026-08-20T00:00:00.000Z,none,0,
cus_13181_inv_0,cus_13181,control,small|gray|na,do_not_honor,recovered,6442,6442,USD,txn_c_1717,2026-08-20T00:00:00.000Z,none,0,
cus_13184_inv_0,cus_13184,control,small|soft|na,insufficient_funds,recovered,3218,3218,USD,txn_c_1718,2026-08-20T00:00:00.000Z,none,0,
cus_13213_inv_0,cus_13213,control,small|soft|na,issuer_unavailable,recovered,3523,3523,USD,txn_c_1722,2026-08-20T00:00:00.000Z,none,0,
cus_13218_inv_0,cus_13218,control,small|soft|na,insufficient_funds,recovered,5826,5826,USD,txn_c_1723,2026-08-20T00:00:00.000Z,none,0,
cus_13245_inv_1,cus_13245,control,small|soft|na,insufficient_funds,recovered,2166,2166,USD,txn_c_1726,2026-08-20T00:00:00.000Z,none,0,
cus_13246_inv_0,cus_13246,control,small|soft|na,insufficient_funds,recovered,7370,7370,USD,txn_c_1728,2026-08-20T00:00:00.000Z,none,0,
cus_13276_inv_0,cus_13276,control,small|soft|na,insufficient_funds,recovered,2606,2606,USD,txn_c_1730,2026-08-20T00:00:00.000Z,none,0,
cus_13327_inv_0,cus_13327,control,mid|soft|na,processing_error,recovered,17155,17155,USD,txn_c_1736,2026-08-20T00:00:00.000Z,none,0,
cus_13334_inv_0,cus_13334,control,small|soft|na,issuer_unavailable,recovered,6544,6544,USD,txn_c_1737,2026-08-20T00:00:00.000Z,none,0,
cus_13363_inv_0,cus_13363,control,small|soft|na,try_again_later,recovered,6962,6962,USD,txn_c_1740,2026-08-20T00:00:00.000Z,none,0,
cus_13367_inv_0,cus_13367,control,micro|soft|na,insufficient_funds,recovered,1859,1859,USD,txn_c_1741,2026-08-20T00:00:00.000Z,none,0,
cus_13367_inv_1,cus_13367,control,small|soft|na,insufficient_funds,recovered,8373,8373,USD,txn_c_1742,2026-08-20T00:00:00.000Z,none,0,
cus_13384_inv_0,cus_13384,control,small|soft|apac,insufficient_funds,recovered,3052,3052,USD,txn_c_1744,2026-08-20T00:00:00.000Z,none,0,
cus_13400_inv_0,cus_13400,control,small|soft|emea,insufficient_funds,recovered,3202,3202,USD,txn_c_1746,2026-08-20T00:00:00.000Z,none,0,
cus_13408_inv_0,cus_13408,control,small|soft|na,insufficient_funds,recovered,6273,6273,USD,txn_c_1748,2026-08-20T00:00:00.000Z,none,0,
cus_13440_inv_0,cus_13440,control,small|soft|na,insufficient_funds,recovered,4280,4280,USD,txn_c_1753,2026-08-20T00:00:00.000Z,none,0,
cus_13444_inv_0,cus_13444,control,mid|soft|na,insufficient_funds,recovered,33763,33763,USD,txn_c_1754,2026-08-20T00:00:00.000Z,none,0,
cus_13485_inv_0,cus_13485,control,small|soft|na,insufficient_funds,recovered,6834,6834,USD,txn_c_1759,2026-08-20T00:00:00.000Z,none,0,
cus_13485_inv_1,cus_13485,control,mid|soft|na,insufficient_funds,recovered,23756,23756,USD,txn_c_1760,2026-08-20T00:00:00.000Z,none,0,
cus_13528_inv_0,cus_13528,control,small|gray|emea,expired_card,recovered,4220,4220,USD,txn_c_1764,2026-08-20T00:00:00.000Z,none,0,
cus_13573_inv_1,cus_13573,control,small|soft|na,issuer_unavailable,recovered,8798,8798,USD,txn_c_1769,2026-08-20T00:00:00.000Z,none,0,
cus_13573_inv_2,cus_13573,control,micro|soft|na,insufficient_funds,recovered,1633,1633,USD,txn_c_1770,2026-08-20T00:00:00.000Z,none,0,
cus_13577_inv_0,cus_13577,control,small|gray|na,do_not_honor,recovered,4168,4168,USD,txn_c_1771,2026-08-20T00:00:00.000Z,none,0,
cus_13590_inv_0,cus_13590,control,small|soft|na,insufficient_funds,recovered,9468,9468,USD,txn_c_1773,2026-08-20T00:00:00.000Z,none,0,
cus_13590_inv_1,cus_13590,control,mid|soft|na,insufficient_funds,recovered,24048,24048,USD,txn_c_1774,2026-08-20T00:00:00.000Z,none,0,
cus_13626_inv_0,cus_13626,control,small|soft|na,issuer_unavailable,recovered,6116,6116,USD,txn_c_1777,2026-08-20T00:00:00.000Z,none,0,
cus_13639_inv_0,cus_13639,control,small|soft|na,authentication_required,recovered,5596,5596,USD,txn_c_1778,2026-08-20T00:00:00.000Z,none,0,
cus_13641_inv_0,cus_13641,control,small|soft|na,velocity_limit_exceeded,recovered,6086,6086,USD,txn_c_1780,2026-08-20T00:00:00.000Z,none,0,
cus_13642_inv_0,cus_13642,control,small|soft|na,insufficient_funds,recovered,2625,2625,USD,txn_c_1781,2026-08-20T00:00:00.000Z,none,0,
cus_13691_inv_0,cus_13691,control,mid|soft|na,insufficient_funds,recovered,10026,10026,USD,txn_c_1785,2026-08-20T00:00:00.000Z,none,0,
cus_13756_inv_1,cus_13756,control,small|soft|na,insufficient_funds,recovered,3065,3065,USD,txn_c_1792,2026-08-20T00:00:00.000Z,none,0,
cus_13799_inv_0,cus_13799,control,small|soft|emea,processing_error,recovered,4588,4588,USD,txn_c_1793,2026-08-20T00:00:00.000Z,none,0,
cus_13874_inv_0,cus_13874,control,small|soft|apac,insufficient_funds,recovered,4504,4504,USD,txn_c_1801,2026-08-20T00:00:00.000Z,none,0,
cus_13896_inv_0,cus_13896,control,mid|soft|na,issuer_unavailable,recovered,21064,21064,USD,txn_c_1806,2026-08-20T00:00:00.000Z,none,0,
cus_13911_inv_0,cus_13911,control,mid|soft|emea,processing_error,recovered,19599,19599,USD,txn_c_1809,2026-08-20T00:00:00.000Z,none,0,
cus_14017_inv_0,cus_14017,control,mid|soft|na,try_again_later,recovered,12005,12005,USD,txn_c_1817,2026-08-20T00:00:00.000Z,none,0,
cus_14029_inv_2,cus_14029,control,small|gray|apac,expired_card,recovered,2156,2156,USD,txn_c_1821,2026-08-20T00:00:00.000Z,none,0,
cus_14067_inv_0,cus_14067,control,small|gray|na,expired_card,recovered,5665,5665,USD,txn_c_1824,2026-08-20T00:00:00.000Z,none,0,
cus_14095_inv_0,cus_14095,control,small|soft|emea,insufficient_funds,recovered,3252,3252,USD,txn_c_1827,2026-08-20T00:00:00.000Z,none,0,
cus_14097_inv_0,cus_14097,control,micro|soft|emea,processing_error,recovered,1236,1236,USD,txn_c_1828,2026-08-20T00:00:00.000Z,none,0,
cus_14107_inv_1,cus_14107,control,small|soft|emea,processing_error,recovered,2603,2603,USD,txn_c_1830,2026-08-20T00:00:00.000Z,none,0,
cus_14133_inv_0,cus_14133,control,mid|soft|latam,processing_error,recovered,12423,12423,USD,txn_c_1832,2026-08-20T00:00:00.000Z,none,0,
cus_14144_inv_0,cus_14144,control,small|soft|apac,issuer_unavailable,recovered,4944,4944,USD,txn_c_1834,2026-08-20T00:00:00.000Z,none,0,
cus_14190_inv_0,cus_14190,control,mid|gray|na,do_not_honor,recovered,27221,27221,USD,txn_c_1840,2026-08-20T00:00:00.000Z,none,0,
cus_14204_inv_2,cus_14204,control,mid|gray|emea,do_not_honor,recovered,14675,14675,USD,txn_c_1846,2026-08-20T00:00:00.000Z,none,0,
cus_14223_inv_0,cus_14223,control,small|gray|latam,do_not_honor,recovered,6377,6377,USD,txn_c_1849,2026-08-20T00:00:00.000Z,none,0,
cus_14228_inv_0,cus_14228,control,small|soft|na,insufficient_funds,recovered,4748,4748,USD,txn_c_1850,2026-08-20T00:00:00.000Z,none,0,
cus_14249_inv_0,cus_14249,control,small|soft|emea,processing_error,recovered,3129,3129,USD,txn_c_1853,2026-08-20T00:00:00.000Z,none,0,
cus_14266_inv_0,cus_14266,control,small|soft|emea,velocity_limit_exceeded,recovered,2308,2308,USD,txn_c_1858,2026-08-20T00:00:00.000Z,none,0,
cus_14308_inv_2,cus_14308,control,small|gray|emea,do_not_honor,recovered,9462,9462,USD,txn_c_1864,2026-08-20T00:00:00.000Z,none,0,
cus_14378_inv_0,cus_14378,control,small|soft|na,insufficient_funds,recovered,9243,9243,USD,txn_c_1868,2026-08-20T00:00:00.000Z,none,0,
cus_14379_inv_1,cus_14379,control,micro|soft|latam,processing_error,recovered,1480,1480,USD,txn_c_1870,2026-08-20T00:00:00.000Z,none,0,
cus_14379_inv_2,cus_14379,control,small|soft|na,insufficient_funds,recovered,2828,2828,USD,txn_c_1871,2026-08-20T00:00:00.000Z,none,0,
cus_14462_inv_1,cus_14462,control,small|gray|na,do_not_honor,recovered,9547,9547,USD,txn_c_1877,2026-08-20T00:00:00.000Z,none,0,
cus_14465_inv_1,cus_14465,control,small|soft|latam,insufficient_funds,recovered,6303,6303,USD,txn_c_1879,2026-08-20T00:00:00.000Z,none,0,
cus_14504_inv_0,cus_14504,control,small|soft|emea,issuer_unavailable,recovered,2814,2814,USD,txn_c_1881,2026-08-20T00:00:00.000Z,none,0,
cus_14512_inv_0,cus_14512,control,mid|soft|na,authentication_required,recovered,11743,11743,USD,txn_c_1883,2026-08-20T00:00:00.000Z,none,0,
cus_14517_inv_0,cus_14517,control,small|soft|na,try_again_later,recovered,8291,8291,USD,txn_c_1884,2026-08-20T00:00:00.000Z,none,0,
cus_14550_inv_0,cus_14550,control,small|soft|na,issuer_unavailable,recovered,9502,9502,USD,txn_c_1893,2026-08-20T00:00:00.000Z,none,0,
cus_14566_inv_1,cus_14566,control,small|soft|na,insufficient_funds,recovered,4642,4642,USD,txn_c_1898,2026-08-20T00:00:00.000Z,none,0,
cus_14575_inv_0,cus_14575,control,small|soft|na,insufficient_funds,recovered,2927,2927,USD,txn_c_1899,2026-08-20T00:00:00.000Z,none,0,
cus_14597_inv_0,cus_14597,control,mid|gray|na,do_not_honor,recovered,15286,15286,USD,txn_c_1901,2026-08-20T00:00:00.000Z,none,0,
cus_14597_inv_1,cus_14597,control,small|soft|na,insufficient_funds,recovered,9054,9054,USD,txn_c_1902,2026-08-20T00:00:00.000Z,none,0,
cus_14626_inv_0,cus_14626,control,mid|gray|apac,do_not_honor,recovered,12319,12319,USD,txn_c_1906,2026-08-20T00:00:00.000Z,none,0,
cus_14652_inv_1,cus_14652,control,small|soft|emea,insufficient_funds,recovered,6518,6518,USD,txn_c_1908,2026-08-20T00:00:00.000Z,none,0,
cus_14656_inv_0,cus_14656,control,micro|soft|na,issuer_unavailable,recovered,1941,1941,USD,txn_c_1909,2026-08-20T00:00:00.000Z,none,0,
cus_14667_inv_1,cus_14667,control,small|gray|na,do_not_honor,recovered,2803,2803,USD,txn_c_1911,2026-08-20T00:00:00.000Z,none,0,
cus_14680_inv_1,cus_14680,control,mid|soft|na,insufficient_funds,recovered,22537,22537,USD,txn_c_1915,2026-08-20T00:00:00.000Z,none,0,
cus_14706_inv_0,cus_14706,control,micro|soft|emea,issuer_unavailable,recovered,1856,1856,USD,txn_c_1917,2026-08-20T00:00:00.000Z,none,0,
cus_14720_inv_0,cus_14720,control,small|soft|emea,insufficient_funds,recovered,3831,3831,USD,txn_c_1920,2026-08-20T00:00:00.000Z,none,0,
cus_14757_inv_0,cus_14757,control,small|soft|na,authentication_required,recovered,2237,2237,USD,txn_c_1925,2026-08-20T00:00:00.000Z,none,0,
cus_14810_inv_0,cus_14810,control,small|gray|emea,do_not_honor,recovered,2528,2528,USD,txn_c_1934,2026-08-20T00:00:00.000Z,none,0,
cus_14810_inv_1,cus_14810,control,small|soft|na,insufficient_funds,recovered,9836,9836,USD,txn_c_1935,2026-08-20T00:00:00.000Z,none,0,
cus_14827_inv_0,cus_14827,control,mid|soft|na,insufficient_funds,recovered,15989,15989,USD,txn_c_1936,2026-08-20T00:00:00.000Z,none,0,
